Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team
Ao Tanaka,jp JPN,MF,27-008,2,2,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,Matches,Leeds-United
Joël Piroe,nl NED,FW,26-047,2,2,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,Leeds-United
Brenden Aaronson,us USA,FW,24-331,4,1,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.7,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.08,0.31,0.39,0.08,0.39,Matches,Leeds-United
Lukas Nmecha,de GER,FW,26-278,4,1,137.0,1.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9,0.2,0.0,0.2,1.0,1.0,7.0,0.66,0.0,0.66,0.0,0.0,0.59,0.0,0.59,0.12,0.12,Matches,Leeds-United
Noah Okafor,ch SUI,FW,25-117,2,1,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.17,0.02,0.19,0.17,0.19,Matches,Leeds-United
Karl Darlow,wls WAL,GK,34-345,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
Dominic Calvert-Lewin,eng ENG,FW,28-186,2,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.38,0.04,0.42,0.38,0.42,Matches,Leeds-United
Jack Harrison,eng ENG,FW,28-302,3,0,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
James Justin,eng ENG,DF,27-207,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
Sam Byram,eng ENG,DF,32-002,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
Jaka Bijol,si SVN,"DF,MF",26-225,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds-United
Sebastiaan Bornauw,be BEL,DF,26-180,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds-United
Illan Meslier,fr FRA,GK,25-200,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds-United
Largie Ramazani,be BEL,"FW,MF",24-203,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds-United
Squad Total,,,26.6,4,44,360.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,3.7,2.9,2.3,5.2,60.0,109.0,108.0,0.25,0.0,0.25,0.0,0.0,0.91,0.57,1.48,0.74,1.31,,Leeds-United
Opponent Total,,,27.2,4,44,360.0,4.0,5.0,4.0,9.0,4.0,1.0,1.0,4.0,0.0,4.8,4.0,2.7,6.7,74.0,164.0,161.0,1.25,1.0,2.25,1.0,2.0,1.2,0.68,1.88,1.0,1.68,,Leeds-United
Martin Dúbravka,sk SVK,GK,36-246,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Quilindschy Hartman,nl NED,DF,23-308,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Burnley
Kyle Walker,eng ENG,DF,35-113,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Jaidon Anthony,eng ENG,"MF,FW",25-291,4,4,352.0,3.9,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.7,1.7,0.2,1.9,6.0,8.0,17.0,0.51,0.26,0.77,0.51,0.77,0.43,0.04,0.47,0.43,0.47,Matches,Burnley
Hjalmar Ekdal,se SWE,DF,26-332,4,4,352.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,Matches,Burnley
Maxime Estève,fr FRA,DF,23-115,4,4,352.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Burnley
Lyle Foster,za RSA,FW,25-015,4,4,333.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.4,1.1,3.0,3.0,19.0,0.27,0.0,0.27,0.27,0.27,0.2,0.1,0.3,0.2,0.3,Matches,Burnley
Josh Cullen,ie IRL,MF,29-164,4,4,332.0,3.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,2.0,17.0,2.0,0.27,0.27,0.54,0.27,0.54,0.02,0.2,0.22,0.02,0.22,Matches,Burnley
Lesley Ugochukwu,fr FRA,MF,21-176,4,3,254.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.0,0.1,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,Matches,Burnley
Hannibal Mejbri,tn TUN,MF,22-240,4,3,236.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,4.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,Matches,Burnley
Josh Laurent,eng ENG,"MF,DF",30-135,4,2,189.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.14,0.05,0.14,Matches,Burnley
Jacob Bruun Larsen,dk DEN,"FW,MF",26-364,3,2,177.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,1.0,4.0,13.0,0.0,0.51,0.51,0.0,0.51,0.03,0.31,0.34,0.03,0.34,Matches,Burnley
Loum Tchaouna,fr FRA,MF,22-010,4,1,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.17,0.09,0.25,0.17,0.25,Matches,Burnley
Oliver Sonne,pe PER,"DF,FW",24-312,3,1,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,Burnley
Florentino Luís,pt POR,MF,26-030,1,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Zian Flemming,nl NED,FW,27-048,2,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.32,Matches,Burnley
Joe Worrall,eng ENG,DF,28-251,3,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Marcus Edwards,eng ENG,FW,26-289,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Armando Broja,al ALB,FW,24-008,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Bashir Humphreys,eng ENG,DF,22-187,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley
Lucas,br BRA,DF,24-178,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley
Aaron Ramsey,eng ENG,MF,22-240,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley
Max Weiß,de GER,GK,21-095,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley
Squad Total,,,27.3,4,44,360.0,4.0,4.0,3.0,7.0,4.0,0.0,0.0,7.0,1.0,3.2,3.2,2.5,5.8,28.0,89.0,88.0,1.0,0.75,1.75,1.0,1.75,0.81,0.63,1.44,0.81,1.44,,Burnley
Opponent Total,,,25.9,4,44,360.0,4.0,6.0,4.0,10.0,4.0,2.0,2.0,4.0,0.0,9.2,7.7,6.5,14.2,122.0,209.0,207.0,1.5,1.0,2.5,1.0,2.0,2.3,1.64,3.94,1.92,3.56,,Burnley
Jarrod Bowen,eng ENG,FW,28-272,4,4,360.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.8,1.3,14.0,8.0,32.0,0.25,0.0,0.25,0.25,0.25,0.12,0.21,0.33,0.12,0.33,Matches,West-Ham-United
El Hadji Malick Diouf,sn SEN,DF,20-264,4,4,360.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,6.0,7.0,19.0,0.0,0.5,0.5,0.0,0.5,0.04,0.13,0.18,0.04,0.18,Matches,West-Ham-United
Mads Hermansen,dk DEN,GK,25-069,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United
Max Kilman,eng ENG,DF,28-118,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.11,0.1,0.11,Matches,West-Ham-United
Lucas Paquetá,br BRA,"MF,FW",28-022,4,4,337.0,3.7,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.4,0.6,0.1,0.8,2.0,26.0,13.0,0.53,0.0,0.53,0.27,0.27,0.38,0.03,0.41,0.17,0.2,Matches,West-Ham-United
James Ward-Prowse,eng ENG,MF,30-321,4,4,323.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,1.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.2,0.23,0.03,0.23,Matches,West-Ham-United
Tomáš Souček,cz CZE,MF,30-203,4,3,232.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.0,0.2,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,West-Ham-United
Niclas Füllkrug,de GER,FW,32-221,3,3,198.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.13,0.08,0.21,0.13,0.21,Matches,West-Ham-United
Kyle Walker-Peters,eng ENG,DF,28-158,3,2,201.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,West-Ham-United
Nayef Aguerd,ma MAR,DF,29-172,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,West-Ham-United
Konstantinos Mavropanos,gr GRE,DF,27-281,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,West-Ham-United
Aaron Wan-Bissaka,cd COD,DF,27-296,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,5.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,West-Ham-United
Mateus Fernandes,pt POR,"FW,MF",21-070,2,2,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.0,0.34,Matches,West-Ham-United
Jean-Clair Todibo,fr FRA,DF,25-262,2,2,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United
Guido Rodríguez,ar ARG,MF,31-159,1,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,West-Ham-United
Crysencio Summerville,nl NED,FW,23-323,2,1,69.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,3.0,6.0,0.0,1.3,1.3,0.0,1.3,0.0,0.09,0.09,0.0,0.09,Matches,West-Ham-United
Callum Wilson,eng ENG,FW,33-203,4,0,115.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,0.0,1.1,1.0,1.0,5.0,0.78,0.0,0.78,0.78,0.78,0.85,0.03,0.89,0.85,0.89,Matches,West-Ham-United
Freddie Potts,eng ENG,MF,22-006,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United
Luis Guilherme,br BRA,FW,19-221,1,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United
Soungoutou Magassa,fr FRA,MF,21-345,1,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United
Andy Irving,sct SCO,MF,25-128,3,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16,Matches,West-Ham-United
Edson Álvarez,mx MEX,"DF,MF",27-329,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United
Alphonse Areola,fr FRA,GK,32-203,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United
Łukasz Fabiański,pl POL,GK,40-153,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United
Igor,br BRA,DF,27-223,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United
Callum Marshall,nir NIR,FW,20-294,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United
Oliver Scarles,eng ENG,MF,19-280,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United
Squad Total,,,27.5,4,44,360.0,4.0,4.0,3.0,7.0,3.0,1.0,1.0,1.0,1.0,4.3,3.5,3.2,6.8,44.0,121.0,119.0,1.0,0.75,1.75,0.75,1.5,1.08,0.8,1.89,0.89,1.69,,West-Ham-United
Opponent Total,,,25.2,4,44,360.0,4.0,11.0,9.0,20.0,11.0,0.0,0.0,2.0,0.0,5.5,5.5,4.6,10.1,78.0,155.0,153.0,2.75,2.25,5.0,2.75,5.0,1.36,1.16,2.52,1.36,2.52,,West-Ham-United
Tyrone Mings,eng ENG,DF,32-189,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,1.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,Aston-Villa
Morgan Rogers,eng ENG,"FW,MF",23-054,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,6.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,Matches,Aston-Villa
Ollie Watkins,eng ENG,FW,29-262,4,4,352.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.4,1.5,8.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.28,0.09,0.37,0.28,0.37,Matches,Aston-Villa
Matty Cash,pl POL,DF,28-042,4,4,343.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.4,3.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,Aston-Villa
John McGinn,sct SCO,"FW,MF",30-335,4,4,319.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,4.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.01,0.2,0.21,0.01,0.21,Matches,Aston-Villa
Youri Tielemans,be BEL,MF,28-134,4,4,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,8.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,Matches,Aston-Villa
Lucas Digne,fr FRA,DF,32-060,4,3,251.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Aston-Villa
Ezri Konsa,eng ENG,DF,27-330,3,3,245.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Aston-Villa
Marco Bizot,nl NED,GK,34-192,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston-Villa
Emiliano Martínez,ar ARG,GK,33-016,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston-Villa
Amadou Onana,be BEL,MF,24-033,2,2,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,Aston-Villa
Boubacar Kamara,fr FRA,"MF,DF",25-299,2,2,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Aston-Villa
Emi Buendía,ar ARG,"MF,FW",28-267,3,1,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,7.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.33,0.16,0.33,Matches,Aston-Villa
Donyell Malen,nl NED,"FW,MF",26-252,4,1,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,Aston-Villa
Ian Maatsen,nl NED,DF,23-192,2,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,2.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.12,0.14,0.26,0.12,0.26,Matches,Aston-Villa
Pau Torres,es ESP,DF,28-245,2,1,107.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,5.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Aston-Villa
Evann Guessand,ci CIV,"FW,MF",24-079,3,1,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Aston-Villa
Lamare Bogarde,nl NED,MF,21-256,3,1,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston-Villa
Harvey Elliott,eng ENG,"MF,FW",22-167,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston-Villa
Bradley Paul Burrowes,eng ENG,DF,17-198,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston-Villa
Victor Lindelöf,se SWE,MF,31-063,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston-Villa
Samuel Iling-Junior,eng ENG,DF,21-349,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston-Villa
Jamaldeen Jimoh,eng ENG,MF,18-351,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston-Villa
Travis Patterson,eng ENG,DF,19-347,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston-Villa
Sam Proctor,eng ENG,GK,18-271,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston-Villa
Triston Rowe,eng ENG,DF,19-123,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston-Villa
Jadon Sancho,eng ENG,"FW,MF",25-177,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston-Villa
James Wright,eng ENG,GK,20-290,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston-Villa
Squad Total,,,28.5,4,44,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.9,2.9,2.5,5.4,58.0,164.0,161.0,0.0,0.0,0.0,0.0,0.0,0.73,0.62,1.35,0.73,1.35,,Aston-Villa
Opponent Total,,,27.3,4,44,360.0,4.0,4.0,1.0,5.0,3.0,1.0,1.0,8.0,0.0,7.3,6.5,5.7,12.2,73.0,130.0,129.0,1.0,0.25,1.25,0.75,1.0,1.82,1.43,3.25,1.62,3.06,,Aston-Villa
Emmanuel Agbadou,ci CIV,DF,28-093,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches,Wolverhampton-Wanderers
João Gomes,br BRA,MF,24-218,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.2,2.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Wolverhampton-Wanderers
Toti Gomes,pt POR,DF,26-245,4,4,318.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Wolverhampton-Wanderers
Marshall Munetsi,zw ZIM,FW,29-088,4,3,295.0,3.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.6,2.0,6.0,7.0,0.0,0.31,0.31,0.0,0.31,0.04,0.13,0.18,0.04,0.18,Matches,Wolverhampton-Wanderers
José Sá,pt POR,GK,32-244,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Wolverhampton-Wanderers
André,br BRA,MF,24-064,4,3,244.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton-Wanderers
Hugo Bueno,es ESP,"MF,DF",23-000,4,2,229.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,11.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.14,0.02,0.14,Matches,Wolverhampton-Wanderers
